id,name,sse,is_sse,type,sector,language,website,values,mission,description,sse_reasoning,flags,sse_action,is_sse_action,type_action,sector_action,language_action,website_action,values_action,mission_action,description_action,sse_reasoning_action,flags_action
597,Vantage Data Centers,no,False,other,technology-digital-infrastructure,en,(none),[],(none),(none),"Vantage Data Centers operates as a for‑profit data‑center developer delivering commercial services. It is a privately owned corporation with no nonprofit, cooperative, or union governance, and its purpose is centered on revenue generation rather than a public‑benefit mission, which does not meet SSE… (+10 chars truncated from log)","['type=other', 'website via=absent', 'description via=absent', 'mission via=absent', 'values via=absent', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,KEEP,UPDATE,UPDATE,UPDATE,KEEP,UPDATE,KEEP,KEEP,UPDATE,UPDATE
599,Fall for Dance North,strong_yes,True,nonprofit,arts-culture-information,en,https://fallfordancenorth.ca,"['Community', 'Creativity', 'Diversity', 'Artistic Creativity', 'Help Society']","Our mission is to enrich the cultural landscape by showcasing innovative contemporary dance, fostering artistic development, and engaging diverse audiences in meaningful dance experiences.","Fall for Dance North is a nonprofit organization that presents contemporary dance performances in Toronto, offering affordable access and supporting artists through programming and community outreach.","Fall for Dance North is a registered nonprofit that explicitly aims to provide affordable contemporary dance and support artists, demonstrating a clear purpose beyond profit and tangible community impact. Its programming and outreach align with solid social and cultural benefits, meeting all SSE mus… (+8 chars truncated from log)","['type via=extracted', 'description via=extracted', 'mission via=extracted', 'values via=extracted', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
600,IRIS Mundial,strong_yes,True,nonprofit,community-civic-infrastructure,bilingual,https://www.iris.org,"['Community', 'Help Society', 'Environment', 'Diversity']","To promote international solidarity, sustainable development and social justice by supporting collaborative projects, capacity‑building and advocacy initiatives around the globe. (via=extracted)","IRIS Mundial is a Quebec‑based nonprofit that fosters international solidarity and sustainable development through partnerships, humanitarian projects and advocacy. It works with communities worldwide… (+73 chars truncated from log)","IRIS Mundial is a registered charitable nonprofit whose mission explicitly prioritises people and planet over profit, with clear impact goals and documented projects worldwide. Its governance includes a board and member participation, and it reinvests all surplus into its solidarity programmes. (via… (+11 chars truncated from log)","['description via=extracted', 'mission via=extracted', 'values via=extracted', 'language:bilingual via=public_language', 'language_reason:insufficient_signal']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
601,Leftovers Foundation,strong_yes,True,nonprofit,agriculture-food-systems,en,https://leftoversfoundation.org,"['Community', 'Help Society', 'Environment', 'Group & Team', 'Help Others']","Our mission is to eliminate food waste and improve food security by collecting and redistributing safe surplus food to those experiencing hunger, and by raising awareness on sustainable food practices… (+16 chars truncated from log)","The Leftovers Foundation is a Regina‑based nonprofit that diverts surplus food from restaurants, grocery stores and events, redistributing it to community members in need while educating the public ab… (+30 chars truncated from log)","The foundation is a registered charity that explicitly aims to reduce food waste and improve food security, redirecting surplus food to people in need. Its activities clearly serve community and environmental goals, meeting all three must‑haves, and its nonprofit structure meets the governance gate,… (+32 chars truncated from log)","['description via=inferred', 'mission via=inferred', 'values via=inferred', 'length_limit: truncated sse_reasoning_fr', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
602,Ontario Nature,strong_yes,True,nonprofit,environment-circular-economy,bilingual,https://ontarionature.org,"['Environment', 'Community', 'Help Society']",Ontario Nature’s mission is to protect and restore nature for the benefit of all people in Ontario.,"Ontario Nature is a charitable organization that protects and conserves Ontario’s natural environments, wildlife and ecosystems through research, advocacy, education and community engagement. It relie… (+56 chars truncated from log)","Ontario Nature is a registered charitable nonprofit whose mission to protect and restore nature shows a clear purpose beyond profit. Its conservation, advocacy and education programs demonstrate intentional impact and contribute to environmental and social good, meeting all must‑haves.","['description via=extracted', 'mission via=extracted', 'values via=extracted', 'length_limit: truncated sse_reasoning_en', 'length_limit: truncated sse_reasoning_fr', 'language:bilingual via=public_language', 'language_reason:name_llm=en']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
603,Équijustice Rive-Sud,strong_yes,True,nonprofit,community-civic-infrastructure,fr,https://equijustice.com/,"['Community', 'Help Society', 'Diversity', 'Honesty and Integrity', 'Group & Team']","Our mission is to build a just and peaceful community by fostering dialogue, accountability, and collective care among residents and partners. (Mission via=extracted)","Équijustice Rive‑Sud is a community‑based nonprofit that promotes restorative justice, violence prevention, and social cohesion on the South Shore of Montreal. (Description via=extracted)","Équijustice Rive‑Sud is a registered nonprofit whose mission clearly prioritises people and community over profit, with concrete programs for restorative justice and violence prevention, and its governance emphasizes collective care and participatory decision‑making. (Reasoning via=extracted)","['website identified', 'description via=extracted', 'mission via=extracted', 'values via=extracted', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
604,La Maison Marguerite de Montréal Inc.,no,False,(none),(none),fr,(none),[],(none),(none),"No publicly available official website or governance information was found for La Maison Marguerite de Montréal Inc.; without evidence of nonprofit or cooperative structure, clear mission, or demonstrated social/environmental impact, the organization does not meet SSE criteria.","['website absent', 'official information absent', 'type unknown', 'description via=absent', 'mission via=absent', 'values via=absent', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,KEEP,KEEP,KEEP,UPDATE,KEEP,UPDATE,KEEP,KEEP,UPDATE,UPDATE
605,Regroupement des organismes en hébergement des personnes migrantes,weak_yes,True,nonprofit,community-civic-infrastructure,fr,(none),"['Community', 'Help Others', 'Help Society', 'Diversity', 'Moral Fulfillment']",(none),(none),"The organization appears to be a nonprofit coalition that coordinates shelters for migrant persons, indicating a clear purpose beyond profit and a social impact focus. While concrete governance details are limited, its mission aligns with community support and solidarity, meeting the basic SSE must‑… (+6 chars truncated from log)","['description via=absent', 'mission via=absent', 'values via=absent', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,KEEP,UPDATE,KEEP,KEEP,UPDATE,UPDATE
606,LGL Limited,no,False,other,(none),en,https://lgl.com/,[],"To deliver high‑quality, client‑centered legal services with professionalism, integrity and dedication. (via=inferred)","LGL Limited is a Toronto‑based law firm that provides a range of legal services to individuals, businesses and organisations. It operates as a professional corporation delivering client‑focused advice… (+35 chars truncated from log)","LGL Limited is a for‑profit professional corporation that operates as a law firm. It does not have nonprofit, cooperative or union governance and its primary purpose is profit generation, which fails the SSE governance gate. (via=inferred)","['type=other', 'sse_rating=no', 'description via=inferred', 'mission via=inferred', 'values via=absent', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,KEEP,UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
607,Fondation Internationale Roncalli,no,False,(none),(none),fr,(none),[],(none),(none),"No publicly available website or official documentation was found to verify the organization's governance structure, mission, or impact. Without evidence of nonprofit status or a purpose beyond profit, the organization cannot be classified as aligned with Solidarity Economy principles.","['website via=absent', 'type via=absent', 'sector via=absent', 'description via=absent', 'mission via=absent', 'values via=absent', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,KEEP,KEEP,KEEP,UPDATE,KEEP,UPDATE,KEEP,KEEP,UPDATE,UPDATE
608,Efficiency Canada,strong_yes,True,nonprofit,environment-circular-economy,bilingual,https://efficiencycanada.org,"['Community', 'Environment', 'Help Society', 'Knowledge', 'Group & Team']","Our mission is to accelerate the transition to a low‑carbon economy by championing energy efficiency solutions for homes, businesses, and communities. (mission via=extracted)","Efficiency Canada is a national, not‑for‑profit organization that advances energy efficiency and reduces carbon emissions across Canada through research, education, and policy advocacy. (description v… (+13 chars truncated from log)","Efficiency Canada is a registered Canadian charity whose purpose is clearly beyond profit, focusing on reducing greenhouse‑gas emissions through energy‑efficiency programmes, demonstrating intentional impact and environmental benefit. (evidence from official website)","['description via=extracted', 'mission via=extracted', 'values via=extracted', 'language:bilingual via=public_language', 'language_reason:name_llm=en']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
